UserID,Age,Gender,TotalCoursesEnrolled,AvgSpending,AvgCourseRating,DiversityScore,FirstEnrollDate,LastEnrollDate,PreferredCategory,PreferredLevel,ActiveDays,EnrollmentFrequency,LearningDepthIndex,Cluster,AvgCoursesPerCategory,DistanceToCentroid,SegmentName
U00344,17,Male,1,0.0,3.93,1,2025-01-11,2025-01-11,Cybersecurity,Intermediate,1,1.0,0.0,3,1.0,2.242720472193149,Casual Beginners
U00345,16,Male,15,91.14733333333334,3.5193333333333334,9,2025-01-02,2025-10-13,Programming,Beginner,285,0.05263157894736842,0.5555555555555556,1,1.6666666666666667,2.537396001834875,Power Learners
U00346,33,Female,3,108.67333333333333,3.3699999999999997,3,2025-04-09,2025-08-14,Business,Intermediate,128,0.0234375,0.0,3,1.0,2.884573787005422,Casual Beginners
U00347,32,Female,2,173.355,2.67,2,2025-01-22,2025-10-01,Marketing,Advanced,253,0.007905138339920948,1.0,0,1.0,2.360767352256101,Niche Specialists
U00348,30,Female,1,299.57,3.74,1,2025-04-14,2025-04-14,Data Science,Beginner,1,1.0,0.0,2,1.0,1.7682305314879536,Premium One-Time Buyers
U00349,28,Male,1,0.0,1.13,1,2025-09-05,2025-09-05,Machine Learning,Beginner,1,1.0,0.0,3,1.0,2.8102193382731286,Casual Beginners
U00350,17,Male,2,44.795,3.8100000000000005,2,2025-04-22,2025-10-13,Artificial Intelligence,Beginner,175,0.011428571428571429,0.0,3,1.0,2.948280543368357,Casual Beginners
U00351,18,Female,13,59.776923076923076,2.9269230769230767,8,2025-02-07,2025-12-20,Cybersecurity,Advanced,317,0.04100946372239748,1.0,1,1.625,1.8803004743317313,Power Learners
U00352,28,Male,15,67.31266666666667,3.0853333333333333,10,2025-01-21,2025-12-13,Business,Beginner,327,0.045871559633027525,0.7142857142857143,1,1.5,1.601042811514001,Power Learners
U00353,34,Female,14,65.59357142857142,3.3785714285714286,10,2025-05-09,2025-12-22,Digital Marketing,Advanced,228,0.06140350877192982,0.8333333333333334,1,1.4,2.124060984924435,Power Learners
U00354,35,Male,2,0.0,4.550000000000001,1,2025-06-30,2025-09-26,Digital Marketing,Beginner,89,0.02247191011235955,0.0,3,2.0,2.796900691850132,Casual Beginners
U00355,15,Female,1,0.0,4.45,1,2025-11-12,2025-11-12,Design,Advanced,1,1.0,1.0,0,1.0,2.7539666776953537,Niche Specialists
U00356,21,Female,15,41.27733333333333,3.0913333333333335,10,2025-01-24,2025-12-22,Artificial Intelligence,Advanced,333,0.04504504504504504,1.3333333333333333,1,1.5,2.086741051099243,Power Learners
U00357,15,Female,15,146.132,3.1853333333333333,10,2025-01-04,2025-12-16,Artificial Intelligence,Beginner,347,0.043227665706051875,0.375,1,1.5,2.505723489037321,Power Learners
U00358,19,Male,1,0.0,3.45,1,2025-07-22,2025-07-22,Project Management,Intermediate,1,1.0,0.0,3,1.0,2.174716182628787,Casual Beginners
U00359,29,Female,1,0.0,1.28,1,2025-07-23,2025-07-23,Programming,Beginner,1,1.0,0.0,3,1.0,2.84487877305293,Casual Beginners
U00360,32,Male,1,0.0,3.6,1,2025-04-19,2025-04-19,Data Science,Intermediate,1,1.0,0.0,3,1.0,1.8891032202419582,Casual Beginners
U00361,18,Female,1,0.0,4.72,1,2025-08-14,2025-08-14,Marketing,Intermediate,1,1.0,0.0,3,1.0,2.3645922661014955,Casual Beginners
U00362,16,Male,13,85.61769230769231,3.089230769230769,8,2025-01-15,2025-11-26,Programming,Advanced,316,0.04113924050632911,1.5,1,1.625,2.7204176545989776,Power Learners
U00363,32,Female,1,0.0,1.52,1,2025-11-12,2025-11-12,Design,Advanced,1,1.0,1.0,0,1.0,2.386270509529002,Niche Specialists
U00364,34,Male,1,0.0,4.68,1,2025-04-20,2025-04-20,Project Management,Beginner,1,1.0,0.0,3,1.0,2.6859089787941524,Casual Beginners
U00365,30,Female,13,38.48307692307692,2.576923076923077,7,2025-03-09,2025-12-30,Marketing,Advanced,297,0.04377104377104377,1.4,1,1.8571428571428572,2.3639058705855236,Power Learners
U00366,28,Male,2,0.0,3.545,2,2025-02-05,2025-06-26,Artificial Intelligence,Beginner,142,0.014084507042253521,0.0,3,1.0,2.5962285450575955,Casual Beginners
U00367,21,Male,1,0.0,2.67,1,2025-07-03,2025-07-03,Web Development,Advanced,1,1.0,1.0,0,1.0,2.4402822982777415,Niche Specialists
U00368,26,Male,1,0.0,1.52,1,2025-03-18,2025-03-18,Design,Advanced,1,1.0,1.0,0,1.0,2.068432478233488,Niche Specialists
U00369,19,Male,4,0.0,2.665,4,2025-07-20,2025-09-09,Business,Advanced,52,0.07692307692307693,1.5,0,1.0,2.4249890401551744,Niche Specialists
U00370,17,Male,2,303.48,3.1950000000000003,2,2025-02-01,2025-11-10,Business,Advanced,283,0.007067137809187279,1.0,2,1.0,2.9318059249388075,Premium One-Time Buyers
U00371,17,Female,1,0.0,3.02,1,2025-08-22,2025-08-22,Data Science,Intermediate,1,1.0,0.0,3,1.0,2.075008256792268,Casual Beginners
U00372,23,Male,1,0.78,3.89,1,2025-07-27,2025-07-27,Machine Learning,Advanced,1,1.0,1.0,0,1.0,1.956609577107907,Niche Specialists
U00373,26,Female,1,0.0,2.0,1,2025-10-28,2025-10-28,Business,Advanced,1,1.0,1.0,0,1.0,2.0703205466842918,Niche Specialists
U00374,28,Female,1,0.0,3.64,1,2025-12-05,2025-12-05,Artificial Intelligence,Beginner,1,1.0,0.0,3,1.0,2.0755605608667755,Casual Beginners
U00375,34,Female,1,326.02,2.69,1,2025-10-25,2025-10-25,Business,Intermediate,1,1.0,0.0,2,1.0,2.389891184643534,Premium One-Time Buyers
U00376,29,Male,1,0.0,4.51,1,2025-01-07,2025-01-07,Design,Beginner,1,1.0,0.0,3,1.0,1.8628371784536883,Casual Beginners
U00377,21,Female,1,177.34,3.89,1,2025-10-12,2025-10-12,Digital Marketing,Advanced,1,1.0,1.0,0,1.0,2.0880831409726466,Niche Specialists
U00378,21,Female,2,0.0,3.63,2,2025-07-05,2025-11-01,Business,Advanced,120,0.016666666666666666,1.0,0,1.0,2.1898808800761547,Niche Specialists
U00379,20,Male,14,218.1692857142857,3.4035714285714285,8,2025-02-06,2025-12-14,Marketing,Beginner,312,0.04487179487179487,0.42857142857142855,1,1.75,2.282356046909656,Power Learners
U00380,23,Female,1,0.78,3.89,1,2025-01-23,2025-01-23,Machine Learning,Advanced,1,1.0,1.0,0,1.0,1.9596711920114238,Niche Specialists
U00381,32,Male,1,0.0,4.45,1,2025-05-06,2025-05-06,Design,Advanced,1,1.0,1.0,0,1.0,2.5364165108105055,Niche Specialists
U00382,25,Male,3,131.42,2.08,3,2025-03-23,2025-11-29,Cybersecurity,Advanced,252,0.011904761904761904,0.5,0,1.0,2.2801375537715773,Niche Specialists
U00383,29,Female,15,111.22666666666667,2.848,10,2025-01-26,2025-12-18,Artificial Intelligence,Advanced,327,0.045871559633027525,1.0,1,1.5,1.9648117023892548,Power Learners
U00384,32,Female,2,149.785,2.875,2,2025-05-08,2025-10-26,Data Science,Advanced,172,0.011627906976744186,0.5,0,1.0,2.3311483111484836,Niche Specialists
U00385,20,Male,1,0.0,1.73,1,2025-01-07,2025-01-07,Machine Learning,Intermediate,1,1.0,0.0,3,1.0,2.452889506953153,Casual Beginners
U00386,29,Female,2,149.785,4.125,2,2025-09-03,2025-10-24,Data Science,Beginner,52,0.038461538461538464,0.0,2,1.0,2.373819504848802,Premium One-Time Buyers
U00387,29,Female,1,0.78,3.89,1,2025-08-10,2025-08-10,Machine Learning,Advanced,1,1.0,1.0,0,1.0,2.0637781552886785,Niche Specialists
U00388,18,Male,1,342.61,4.84,1,2025-01-07,2025-01-07,Project Management,Intermediate,1,1.0,0.0,2,1.0,3.520451817540731,Premium One-Time Buyers
U00389,27,Female,1,0.0,1.91,1,2025-11-14,2025-11-14,Cybersecurity,Intermediate,1,1.0,0.0,3,1.0,2.3121970164778225,Casual Beginners
U00390,18,Female,3,0.0,3.1266666666666665,2,2025-03-02,2025-09-18,Web Development,Beginner,201,0.014925373134328358,0.3333333333333333,3,1.5,2.911307634051341,Casual Beginners
U00391,19,Female,1,0.0,3.93,1,2025-08-15,2025-08-15,Cybersecurity,Intermediate,1,1.0,0.0,3,1.0,2.0247825068729437,Casual Beginners
U00392,19,Female,1,327.99,1.51,1,2025-09-09,2025-09-09,Project Management,Beginner,1,1.0,0.0,2,1.0,3.1850929209286365,Premium One-Time Buyers
U00393,30,Male,1,0.0,4.94,1,2025-02-26,2025-02-26,Cybersecurity,Beginner,1,1.0,0.0,3,1.0,2.4029307647266904,Casual Beginners
U00394,30,Female,11,3.5154545454545456,2.611818181818182,7,2025-01-29,2025-12-05,Business,Advanced,311,0.03536977491961415,0.8333333333333334,1,1.5714285714285714,2.144274823234968,Power Learners
U00395,22,Female,1,0.0,4.94,1,2025-12-26,2025-12-26,Cybersecurity,Beginner,1,1.0,0.0,3,1.0,2.3174415650008204,Casual Beginners
U00396,30,Male,2,0.0,2.915,2,2025-11-12,2025-12-25,Finance,Intermediate,44,0.045454545454545456,0.0,3,1.0,2.206338026989172,Casual Beginners
U00397,16,Male,1,37.89,1.3,1,2025-02-11,2025-02-11,Web Development,Advanced,1,1.0,1.0,0,1.0,3.1846998381313547,Niche Specialists
U00398,27,Female,3,39.22666666666667,3.313333333333333,3,2025-05-24,2025-10-21,Cybersecurity,Advanced,151,0.019867549668874173,0.5,0,1.0,2.132252612937443,Niche Specialists
U00399,31,Female,12,137.36333333333332,3.0908333333333338,8,2025-02-06,2025-12-06,Artificial Intelligence,Advanced,304,0.039473684210526314,1.25,1,1.5,2.131736388453631,Power Learners
U00400,23,Male,2,0.0,2.83,2,2025-04-09,2025-05-20,Machine Learning,Advanced,42,0.047619047619047616,0.5,0,1.0,1.9433733270609497,Niche Specialists
U00401,21,Female,2,0.0,2.95,2,2025-02-02,2025-12-08,Data Science,Beginner,310,0.0064516129032258064,0.0,3,1.0,2.2788757481230175,Casual Beginners
U00402,23,Male,2,0.0,2.13,2,2025-08-20,2025-09-16,Finance,Advanced,28,0.07142857142857142,2.0,0,1.0,2.2782368923506118,Niche Specialists
U00403,34,Female,1,0.0,4.1,1,2025-05-08,2025-05-08,Finance,Intermediate,1,1.0,0.0,3,1.0,2.064167085453179,Casual Beginners
U00404,21,Female,14,115.54571428571428,3.105714285714286,10,2025-02-03,2025-12-29,Finance,Advanced,330,0.04242424242424243,1.5,1,1.4,1.948359136686404,Power Learners
U00405,24,Male,2,344.65999999999997,3.035,1,2025-05-28,2025-12-04,Project Management,Advanced,191,0.010471204188481676,1.0,0,2.0,3.154176091386815,Niche Specialists
U00406,33,Male,15,94.49600000000001,2.902,11,2025-01-10,2025-12-10,Data Science,Beginner,335,0.04477611940298507,0.5,1,1.3636363636363635,2.07295019403287,Power Learners
U00407,23,Male,15,107.46533333333333,3.3033333333333332,10,2025-02-17,2025-12-27,Artificial Intelligence,Intermediate,314,0.04777070063694268,0.6666666666666666,1,1.5,2.3862832594524344,Power Learners
U00408,19,Female,1,0.0,3.15,1,2025-06-07,2025-06-07,Business,Advanced,1,1.0,1.0,0,1.0,2.0948035453577756,Niche Specialists
U00409,35,Male,2,0.0,2.85,2,2025-01-13,2025-02-23,Finance,Advanced,42,0.047619047619047616,1.0,0,1.0,2.3276517400105123,Niche Specialists
U00410,33,Male,1,0.0,2.67,1,2025-11-03,2025-11-03,Web Development,Advanced,1,1.0,1.0,0,1.0,2.729357508510463,Niche Specialists
U00411,17,Female,12,65.80583333333334,3.2883333333333336,8,2025-01-08,2025-11-25,Marketing,Advanced,322,0.037267080745341616,2.0,1,1.5,2.8937809414436884,Power Learners
U00412,24,Female,4,59.18000000000001,3.3175,3,2025-02-14,2025-11-28,Finance,Intermediate,288,0.013888888888888888,0.5,3,1.3333333333333333,2.3474029013915705,Casual Beginners
U00413,23,Male,2,236.14,4.335,2,2025-02-07,2025-08-04,Cybersecurity,Beginner,179,0.0111731843575419,0.0,2,1.0,2.186337892693167,Premium One-Time Buyers
U00414,25,Male,1,0.0,2.61,1,2025-10-16,2025-10-16,Design,Advanced,1,1.0,1.0,0,1.0,1.5143113701984472,Niche Specialists
U00415,31,Female,13,61.92230769230769,3.1138461538461537,7,2025-01-23,2025-12-25,Finance,Advanced,337,0.03857566765578635,0.8571428571428571,1,1.8571428571428572,1.920009443858119,Power Learners
U00416,17,Female,2,0.0,2.925,2,2025-01-11,2025-01-27,Data Science,Beginner,17,0.11764705882352941,0.0,3,1.0,2.43495089879756,Casual Beginners
U00417,32,Female,2,0.0,2.92,2,2025-04-13,2025-09-26,Artificial Intelligence,Beginner,167,0.011976047904191617,0.0,3,1.0,2.8138908857429743,Casual Beginners
U00418,23,Female,3,176.26333333333332,2.3266666666666667,3,2025-01-16,2025-12-13,Artificial Intelligence,Beginner,332,0.009036144578313253,0.3333333333333333,2,1.0,2.2955382922615444,Premium One-Time Buyers
U00419,21,Female,1,0.78,3.89,1,2025-03-01,2025-03-01,Machine Learning,Advanced,1,1.0,1.0,0,1.0,2.0343235979158263,Niche Specialists
U00420,24,Female,1,327.99,1.51,1,2025-04-28,2025-04-28,Project Management,Beginner,1,1.0,0.0,2,1.0,3.044151343080286,Premium One-Time Buyers
U00421,32,Male,1,0.0,4.45,1,2025-10-21,2025-10-21,Design,Advanced,1,1.0,1.0,0,1.0,2.5364165108105055,Niche Specialists
U00422,15,Female,3,95.01666666666667,2.8266666666666667,3,2025-01-21,2025-10-22,Business,Beginner,275,0.01090909090909091,0.3333333333333333,2,1.0,2.921342646057594,Premium One-Time Buyers
U00423,27,Female,12,133.435,3.0866666666666664,6,2025-02-22,2025-12-01,Artificial Intelligence,Beginner,283,0.04240282685512368,0.5,1,2.0,2.0165351641796443,Power Learners
U00424,35,Male,11,110.33818181818182,3.1900000000000004,7,2025-03-18,2025-10-24,Artificial Intelligence,Advanced,221,0.049773755656108594,1.0,1,1.5714285714285714,2.552038180304849,Power Learners
U00425,19,Male,1,490.9,4.55,1,2025-08-21,2025-08-21,Artificial Intelligence,Beginner,1,1.0,0.0,2,1.0,2.859738652302579,Premium One-Time Buyers
U00426,21,Male,4,118.07,3.6750000000000003,3,2025-07-07,2025-11-13,Programming,Beginner,130,0.03076923076923077,0.0,3,1.3333333333333333,2.6363023896073363,Casual Beginners
U00427,29,Female,16,85.889375,3.033125,9,2025-01-13,2025-12-26,Artificial Intelligence,Beginner,348,0.04597701149425287,0.7142857142857143,1,1.7777777777777777,1.8003817965953879,Power Learners
U00428,23,Male,1,0.0,2.98,1,2025-06-26,2025-06-26,Marketing,Advanced,1,1.0,1.0,0,1.0,1.7796367433788653,Niche Specialists
U00429,23,Female,1,0.0,4.1,1,2025-09-04,2025-09-04,Finance,Intermediate,1,1.0,0.0,3,1.0,1.5401095887767486,Casual Beginners
U00430,27,Male,1,487.92,3.64,1,2025-07-28,2025-07-28,Business,Advanced,1,1.0,1.0,2,1.0,2.9944615036818885,Premium One-Time Buyers
U00431,15,Female,1,487.92,3.64,1,2025-10-10,2025-10-10,Business,Advanced,1,1.0,1.0,2,1.0,3.3709640966333234,Premium One-Time Buyers
U00432,31,Male,1,0.0,4.79,1,2025-08-30,2025-08-30,Marketing,Advanced,1,1.0,1.0,0,1.0,2.8700722752740697,Niche Specialists
U00433,32,Female,1,276.37,2.72,1,2025-01-28,2025-01-28,Design,Advanced,1,1.0,1.0,0,1.0,2.5406877165203965,Niche Specialists
U00434,22,Male,1,177.34,3.89,1,2025-02-06,2025-02-06,Digital Marketing,Advanced,1,1.0,1.0,0,1.0,2.042463923295726,Niche Specialists
U00435,34,Female,1,119.04,2.75,1,2025-06-20,2025-06-20,Finance,Intermediate,1,1.0,0.0,3,1.0,2.239371501631677,Casual Beginners
U00436,20,Female,1,490.9,4.55,1,2025-04-21,2025-04-21,Artificial Intelligence,Beginner,1,1.0,0.0,2,1.0,2.8025390830239907,Premium One-Time Buyers
U00437,28,Male,3,0.0,3.6666666666666665,3,2025-02-05,2025-11-17,Data Science,Beginner,286,0.01048951048951049,0.3333333333333333,3,1.0,2.334381177967706,Casual Beginners
U00438,21,Male,14,45.23285714285714,3.3907142857142856,10,2025-02-21,2025-11-25,Cybersecurity,Advanced,278,0.050359712230215826,1.4,1,1.4,1.8894171509284239,Power Learners
U00439,31,Female,1,0.0,1.52,1,2025-12-05,2025-12-05,Design,Advanced,1,1.0,1.0,0,1.0,2.3072708309807997,Niche Specialists
U00440,20,Female,1,0.0,2.67,1,2025-12-17,2025-12-17,Web Development,Advanced,1,1.0,1.0,0,1.0,2.489605001774513,Niche Specialists
U00441,19,Male,1,37.89,1.3,1,2025-03-16,2025-03-16,Web Development,Advanced,1,1.0,1.0,0,1.0,2.992709472313018,Niche Specialists
U00442,21,Female,1,285.05,1.96,1,2025-11-15,2025-11-15,Business,Beginner,1,1.0,0.0,2,1.0,1.9645817209194696,Premium One-Time Buyers
U00443,21,Female,2,489.40999999999997,4.095,2,2025-11-10,2025-12-15,Artificial Intelligence,Advanced,36,0.05555555555555555,0.5,2,1.0,3.059797657219758,Premium One-Time Buyers
U00444,15,Female,13,120.62923076923077,3.7700000000000005,10,2025-03-08,2025-12-29,Data Science,Advanced,297,0.04377104377104377,2.3333333333333335,1,1.3,3.229220033982452,Power Learners
U00445,31,Female,1,285.05,1.96,1,2025-06-05,2025-06-05,Business,Beginner,1,1.0,0.0,2,1.0,2.1368666977556834,Premium One-Time Buyers
U00446,19,Female,2,26.93,2.895,2,2025-06-23,2025-11-01,Finance,Beginner,132,0.015151515151515152,0.0,3,1.0,2.303891045063229,Casual Beginners
U00447,23,Male,1,0.0,3.02,1,2025-10-02,2025-10-02,Data Science,Intermediate,1,1.0,0.0,3,1.0,1.6338172509534488,Casual Beginners
U00448,27,Male,3,0.0,3.8366666666666673,2,2025-03-01,2025-09-18,Cybersecurity,Intermediate,202,0.01485148514851485,0.0,3,1.5,2.356605228205858,Casual Beginners
U00449,33,Female,14,94.86,2.9135714285714287,10,2025-02-15,2025-12-19,Data Science,Advanced,308,0.045454545454545456,0.8333333333333334,1,1.4,1.9644769732487444,Power Learners
U00450,20,Male,12,105.20333333333333,3.125,7,2025-01-30,2025-12-25,Business,Advanced,330,0.03636363636363636,1.5,1,1.7142857142857142,2.126333640521356,Power Learners
U00451,20,Male,1,248.1,1.2,1,2025-03-17,2025-03-17,Artificial Intelligence,Beginner,1,1.0,0.0,2,1.0,2.678203707596901,Premium One-Time Buyers
U00452,23,Male,3,19.106666666666666,3.706666666666667,3,2025-05-17,2025-10-27,Finance,Advanced,164,0.018292682926829267,3.0,0,1.0,3.599491957421364,Niche Specialists
U00453,20,Male,1,490.9,4.55,1,2025-01-14,2025-01-14,Artificial Intelligence,Beginner,1,1.0,0.0,2,1.0,2.809460298447413,Premium One-Time Buyers
U00454,28,Female,4,189.53,3.4774999999999996,3,2025-02-25,2025-12-15,Project Management,Beginner,294,0.013605442176870748,0.0,3,1.3333333333333333,2.924545357213021,Casual Beginners
U00455,19,Male,3,0.0,3.24,3,2025-05-24,2025-12-02,Artificial Intelligence,Beginner,193,0.015544041450777202,0.0,3,1.0,2.848213434356086,Casual Beginners
U00456,24,Female,2,0.0,2.58,2,2025-08-17,2025-12-24,Data Science,Beginner,130,0.015384615384615385,0.0,3,1.0,2.282393410197594,Casual Beginners
U00457,34,Female,2,18.945,3.045,2,2025-01-21,2025-12-12,Marketing,Advanced,326,0.006134969325153374,2.0,0,1.0,2.801212198371099,Niche Specialists
U00458,31,Female,4,51.8175,3.0324999999999998,4,2025-03-04,2025-06-16,Artificial Intelligence,Advanced,105,0.0380952380952381,2.0,0,1.0,2.8995814015410666,Niche Specialists
U00459,22,Male,1,0.0,3.45,1,2025-10-14,2025-10-14,Project Management,Intermediate,1,1.0,0.0,3,1.0,1.9827198092697333,Casual Beginners
U00460,24,Female,2,207.755,3.38,2,2025-02-26,2025-12-16,Artificial Intelligence,Beginner,294,0.006802721088435374,0.0,2,1.0,1.9738680685884318,Premium One-Time Buyers
U00461,21,Female,2,245.45,4.640000000000001,2,2025-06-15,2025-07-23,Artificial Intelligence,Beginner,39,0.05128205128205128,0.0,2,1.0,2.511925888808596,Premium One-Time Buyers
U00462,30,Male,2,163.01,3.74,2,2025-01-02,2025-11-15,Business,Advanced,318,0.006289308176100629,1.0,0,1.0,2.4197960748033296,Niche Specialists
U00463,18,Female,1,0.0,3.45,1,2025-06-27,2025-06-27,Project Management,Intermediate,1,1.0,0.0,3,1.0,2.2317288139718756,Casual Beginners
U00464,25,Male,12,85.33833333333332,2.8266666666666667,7,2025-01-03,2025-12-11,Design,Beginner,343,0.03498542274052478,0.5,1,1.7142857142857142,1.4878850997918895,Power Learners
U00465,26,Male,1,0.78,3.89,1,2025-01-10,2025-01-10,Machine Learning,Advanced,1,1.0,1.0,0,1.0,1.9471779287725448,Niche Specialists
U00466,32,Female,2,106.195,3.9349999999999996,2,2025-08-25,2025-12-09,Digital Marketing,Advanced,107,0.018691588785046728,1.0,0,1.0,2.2699685849393165,Niche Specialists
U00467,34,Male,1,0.0,2.38,1,2025-07-30,2025-07-30,Cybersecurity,Advanced,1,1.0,1.0,0,1.0,2.3338335568102444,Niche Specialists
U00468,19,Female,1,0.0,4.94,1,2025-01-27,2025-01-27,Cybersecurity,Beginner,1,1.0,0.0,3,1.0,2.4836964468530303,Casual Beginners
U00469,20,Female,2,0.0,1.9,2,2025-08-24,2025-10-27,Machine Learning,Advanced,65,0.03076923076923077,0.5,0,1.0,2.3308239001307345,Niche Specialists
U00470,18,Female,1,89.59,2.68,1,2025-11-22,2025-11-22,Artificial Intelligence,Intermediate,1,1.0,0.0,3,1.0,2.5969311056916884,Casual Beginners
U00471,31,Female,1,0.0,4.44,1,2025-02-26,2025-02-26,Digital Marketing,Beginner,1,1.0,0.0,3,1.0,1.8786805693009256,Casual Beginners
U00472,22,Female,1,0.0,4.68,1,2025-10-02,2025-10-02,Project Management,Beginner,1,1.0,0.0,3,1.0,2.3146467720955286,Casual Beginners
U00473,32,Female,3,114.20333333333333,3.0966666666666662,3,2025-01-03,2025-09-23,Machine Learning,Beginner,264,0.011363636363636364,0.0,3,1.0,2.5548289287680968,Casual Beginners
U00474,31,Male,1,57.32,4.74,1,2025-10-07,2025-10-07,Web Development,Advanced,1,1.0,1.0,0,1.0,3.2022584888612333,Niche Specialists
U00475,24,Male,3,201.45333333333335,2.4166666666666665,3,2025-05-23,2025-11-16,Data Science,Advanced,178,0.016853932584269662,0.5,0,1.0,2.298634636146181,Niche Specialists
U00476,29,Female,2,138.185,2.1550000000000002,2,2025-04-21,2025-10-25,Design,Advanced,188,0.010638297872340425,2.0,0,1.0,2.43424512425728,Niche Specialists
U00477,19,Male,1,37.89,1.3,1,2025-01-08,2025-01-08,Web Development,Advanced,1,1.0,1.0,0,1.0,2.992709472313018,Niche Specialists
U00478,30,Male,2,28.66,3.2350000000000003,2,2025-06-18,2025-08-14,Machine Learning,Advanced,58,0.034482758620689655,1.0,0,1.0,1.9048836822869595,Niche Specialists
U00479,33,Male,2,0.0,2.8499999999999996,2,2025-04-13,2025-10-05,Cybersecurity,Advanced,176,0.011363636363636364,0.5,0,1.0,2.441692113691348,Niche Specialists
U00480,20,Female,1,0.0,4.66,1,2025-10-14,2025-10-14,Digital Marketing,Intermediate,1,1.0,0.0,3,1.0,2.0431122599177365,Casual Beginners
U00481,32,Female,1,326.02,2.69,1,2025-12-07,2025-12-07,Business,Intermediate,1,1.0,0.0,2,1.0,2.191833403876464,Premium One-Time Buyers
U00482,33,Female,1,0.0,4.66,1,2025-07-26,2025-07-26,Digital Marketing,Intermediate,1,1.0,0.0,3,1.0,2.23243896295977,Casual Beginners
U00483,22,Male,1,487.92,3.64,1,2025-06-23,2025-06-23,Business,Advanced,1,1.0,1.0,2,1.0,3.003982948279624,Premium One-Time Buyers
U00484,16,Male,2,0.0,2.725,2,2025-04-28,2025-06-21,Data Science,Intermediate,55,0.03636363636363636,0.0,3,1.0,2.734472957680614,Casual Beginners
U00485,29,Female,1,0.0,4.68,1,2025-10-05,2025-10-05,Project Management,Beginner,1,1.0,0.0,3,1.0,2.3260266708309096,Casual Beginners
U00486,21,Female,2,0.0,4.09,2,2025-02-13,2025-09-14,Machine Learning,Intermediate,214,0.009345794392523364,0.0,3,1.0,2.2985243633203383,Casual Beginners
U00487,15,Female,2,0.0,3.335,1,2025-05-01,2025-05-13,Data Science,Beginner,13,0.15384615384615385,0.0,3,2.0,2.536032449263066,Casual Beginners
U00488,20,Male,2,59.52,2.6799999999999997,2,2025-06-01,2025-11-16,Design,Advanced,169,0.011834319526627219,1.0,0,1.0,1.7399910337181534,Niche Specialists
U00489,18,Male,3,149.37333333333333,1.6500000000000001,3,2025-02-27,2025-10-29,Cybersecurity,Beginner,245,0.012244897959183673,0.0,2,1.0,2.8138196900423127,Premium One-Time Buyers
U00490,33,Male,1,0.0,3.15,1,2025-08-17,2025-08-17,Business,Advanced,1,1.0,1.0,0,1.0,2.3137789367435335,Niche Specialists
U00491,20,Male,1,394.26,1.35,1,2025-08-09,2025-08-09,Cybersecurity,Intermediate,1,1.0,0.0,2,1.0,2.7287595350373497,Premium One-Time Buyers
U00492,20,Female,1,177.34,3.89,1,2025-02-17,2025-02-17,Digital Marketing,Advanced,1,1.0,1.0,0,1.0,2.1427217340611633,Niche Specialists
U00493,30,Male,1,0.0,3.45,1,2025-01-17,2025-01-17,Project Management,Intermediate,1,1.0,0.0,3,1.0,2.051931956373376,Casual Beginners
U00494,26,Male,13,77.46153846153847,3.180769230769231,10,2025-01-02,2025-12-25,Artificial Intelligence,Advanced,358,0.036312849162011177,1.2,1,1.3,1.867765602962985,Power Learners
U00495,35,Female,2,142.525,3.235,2,2025-04-19,2025-12-25,Business,Beginner,251,0.00796812749003984,0.0,2,1.0,2.7124630506375578,Premium One-Time Buyers
U00496,29,Female,1,0.0,2.38,1,2025-12-18,2025-12-18,Cybersecurity,Advanced,1,1.0,1.0,0,1.0,1.898638440751102,Niche Specialists
U00497,21,Female,3,0.0,3.0533333333333332,2,2025-06-06,2025-12-11,Web Development,Beginner,189,0.015873015873015872,0.0,3,1.5,2.7056512416838894,Casual Beginners
U00498,20,Female,3,0.0,4.073333333333333,3,2025-03-21,2025-09-19,Digital Marketing,Intermediate,183,0.01639344262295082,0.0,3,1.0,2.392197462317216,Casual Beginners
U00499,21,Male,1,415.51,3.11,1,2025-04-01,2025-04-01,Artificial Intelligence,Intermediate,1,1.0,0.0,2,1.0,2.1909633368204937,Premium One-Time Buyers
U00500,16,Female,2,295.355,3.02,2,2025-06-30,2025-12-20,Artificial Intelligence,Beginner,174,0.011494252873563218,0.0,2,1.0,2.3014968873819113,Premium One-Time Buyers
U00501,26,Female,1,0.0,3.93,1,2025-06-03,2025-06-03,Cybersecurity,Intermediate,1,1.0,0.0,3,1.0,1.733023563484579,Casual Beginners
U00502,22,Female,2,0.39,3.87,2,2025-04-02,2025-04-23,Machine Learning,Advanced,22,0.09090909090909091,0.5,0,1.0,2.1983750180724844,Niche Specialists
U00503,15,Male,2,0.0,4.475,2,2025-11-21,2025-12-13,Design,Beginner,23,0.08695652173913043,0.0,3,1.0,2.801852044379827,Casual Beginners
U00504,16,Male,2,0.0,3.625,2,2025-03-04,2025-07-24,Cybersecurity,Beginner,143,0.013986013986013986,0.0,3,1.0,2.7278359990178207,Casual Beginners
U00505,17,Male,1,0.0,4.1,1,2025-09-11,2025-09-11,Finance,Intermediate,1,1.0,0.0,3,1.0,2.0632076687543726,Casual Beginners
U00506,33,Female,1,0.0,3.6,1,2025-02-25,2025-02-25,Data Science,Intermediate,1,1.0,0.0,3,1.0,1.9583213946665883,Casual Beginners
